SPGTable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issuer Name,Instrument Item ID,MI KEY,CUSIP,Description,MI KEY,CUSIP,Description,S&P Ratings Coupon Rate (%),S&P Ratings Maturity Date MM/dd/yyyy,Coupon,Offering Yield,Bid Price,Ask Price,Amount Outstanding ($000),Maturity Date MM/dd/yyyy,Issue Date (Reported),Entity Trade Volume 30 Day,Entity Trade Volume 60 Day,Entity Trade Volume 90 Day,Benchmark ISIN (Bonds Only),BA Spread (Bonds Only),PV01 Mid,Accrued Interest,Yield To Maturity-Mid (Bonds Only) (%),Yield To Maturity - Bid,Yield To Maturity-Ask (Bonds Only) (%),Yield To Maturity-Mid (Bonds Only) (%),Z - Spread - Bid,G - Spread - Bid,OAS - Bid,A - Spread - Bid,Macaulay Duration - Bid,Modified Duration - Bid,Convexity - Bid,S&P CREDIT RATING ACTION,S&P CREDIT RATING ACTION,S&P CREDIT RATING ACTION,S&P CreditWatch/Outlook,S&P Credit Rating,S&P Credit Rating Date MM/dd/yyyy,S&P CreditWatch/Outlook,Fixed Income Type,Seniority Level,Total Debt / EBITDA (x),"Total Revenues, 1 Year Growth (%)","Levered Free Cash Flow, 1 Yr. Growth (%)","Unlevered Free Cash Flow, 1 Yr. Growth (%)",EBITDA / Interest Expense (x),EBITDA ($000),EBITDA ($000),EBITDA ($000),Net Debt ($000),Current Ratio (x),Total Debt ($000),Total Assets ($000),Cash from Ops. ($000),Cash from Investing ($000),Cash from Financing ($000),Net Change in Cash ($000),Change in Net Working Capital ($000),Unlevered Free Cash Flow ($000),Levered Free Cash Flow ($000),Capex as Percent of Revenues (%),Net Debt ($000),Net Debt ($000),Net Debt ($000),Net Debt ($000),Net Debt ($000),Net Debt ($000),Net Debt ($000),Total Debt ($000),Total Debt ($000),Total Debt ($000),Total Debt ($000),Total Debt ($000),Net Change in Cash ($000),Net Change in Cash ($000),Net Change in Cash ($000),Net Change in Cash ($000),Net Change in Cash ($000),Net Change in Cash ($000),Net Change in Cash ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Change in Net Working Capital ($000),Unlevered Free Cash Flow ($000),Unlevered Free Cash Flow ($000),Unlevered Free Cash Flow ($000),Unlevered Free Cash Flow ($000),Unlevered Free Cash Flow ($000),Unlevered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Levered Free Cash Flow ($000),Capital Expenditure ($000),Capital Expenditure ($000),Capital Expenditure ($000),Capital Expenditure ($000),Capital Expenditure ($000),Capital Expenditure ($000),Capital Expenditure ($000),Total Common Equity ($000),Total Common Equity ($000),Total Common Equity ($000),Total Common Equity ($000),Total Common Equity ($000),Total Common Equity ($000),Total Common Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000),Total Preferred Equity ($000)
SPT_ISSUER_NAME,SPT_INSTRUMENT_ITEM_ID,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,SPT_MI_KEY,SPT_CUSIP,SPT_DESCRIPTION,RD_SEC_COUPON_RATE,RD_SEC_MATURITY_DATE,SPT_COUPON,SPT_OFFERING_YIELD,SPT_LIVE_PRICE_BID,SPT_LIVE_PRICE_ASK,SPT_AMOUNT_OUT,SPT_MAT_DATE,SPT_ISSUE_DATE,SPT_ENTITY_TRADE_VOLUME_30D,SPT_ENTITY_TRADE_VOLUME_60D,SPT_ENTITY_TRADE_VOLUME_90D,SPT_LIVE_BENCHMARK_ISIN,SPT_LIVE_BID_ASK_SPREAD,SPT_PV01_MID_Bonds,SPT_ACCRUED_INTEREST,SPT_LIVE_YTM_MID,SPT_LIVE_YTM,SPT_LIVE_YTM_ASK,SPT_LIVE_YTM_MID,SPT_Z_SPREAD_BID,SPT_G_SPREAD_BID,SPT_OAS_BID,SPT_A_SPREAD_BID,SPT_EOD_MACAULAY_DURATION_BID,SPT_EOD_MODIFIED_DURATION_BID,SPT_EOD_CONVEXITY_BID,RD_SEC_CREDIT_RATING_ACTION_GLOBAL,RD_SEC_CREDIT_RATING_ACTION_GLOBAL,RD_SEC_CREDIT_RATING_ACTION_GLOBAL,RD_SEC_CWOL_GLOBAL,RD_SEC_CREDIT_RATING_GLOBAL,RD_SEC_CREDIT_RATING_DATE_GLOBAL,RD_SEC_CWOL_GLOBAL,SPT_FIXED_INCOME,SPT_SENIORITY_LEVEL,322691,322692,322693,322694,322686,322641,322641,322641,322656,322687,322657,322655,322662,322663,322664,322665,322668,322669,322670,322696,322656,322656,322656,322656,322656,322656,322656,322657,322657,322657,322657,322657,322665,322665,322665,322665,322665,322665,322665,322668,322668,322668,322668,322668,322668,322668,322669,322669,322669,322669,322669,322669,322670,322670,322670,322670,322670,322670,322670,322661,322661,322661,322661,322661,322661,322661,322659,322659,322659,322659,322659,322659,322659,322658,322658,322658,322658,322658,322658,322658
,,,,,,,,,,,,,,,,,Current,Current,Current,,,Current,EOD Close Price,,,,,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,EOD Close Price,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,Local Currency LT,,,FY0,FY0,FY0,FY0,FY0,FY0,FY2025,FY2024,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY0,FY2024,FY2025,FY2023,FY2022,FY2021,FY2020,FY2019,FY2024,FY2023,FY2025,FY2022,FY2021,FY2024,FY2023,FY2025,FY2022,FY2021,FY2020,FY2019,FY2024,FY2025,FY2023,FY2022,FY2021,FY2020,FY2019,FY2024,FY2023,FY2022,FY2021,FY2020,FY2019,FY2024,FY2025,FY2023,FY2022,FY2021,FY2020,FY2019,FY2024,FY2025,FY2023,FY2022,FY2021,FY2020,FY2019,FY2024,FY2025,FY2022,FY2023,FY2021,FY2020,FY2019,FY2024,FY2025,FY2023,FY2022,FY2021,FY2020,FY2019
3M Company,SPS14052509,,,,,,,,,,,,,,,,,,,,,,Current,,,,,Current,Current,Current,Current,Current,Current,Current,Current,Last 3 Years,Last 2 Years,Current,Current,Current,Current,,,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,Current/Restated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Altria Group, Inc.",SPS14039691,4087349,718154CF2,MO 7.75 01/15/2027 FIX USD Corporate,4087349,718154CF2,MO 7.75 01/15/2027 FIX USD Corporate,7.75,1/15/2027,7.75000,7.75000,101.74656,101.90881,"42,193.00000",1/15/2027,1/15/1997 0:00,597846236,1215233936,2124286968,US91282CQL80,0.16225,0.00635,2.842,4.75914,4.88874,4.62955,4.75914,(20.10663),10.17883,NA,(20.68094),0.61501,0.60323,0.66821,Downgrade | CreditWatch/Outlook (06/09/2025),Downgrade | CreditWatch/Outlook (06/09/2025); Downgrade (05/20/2025),Downgrade | CreditWatch/Outlook (06/09/2025); Downgrade (05/20/2025),,BBB+,5/14/2025,,Corporate Bond,Senior Unsecured,1.65,(1.49),36.15,33.19,13.30,"15,610,000","15,610,000","15,822,000","21,235,000",0.65,"25,709,000","35,017,000","9,290,000","(341,000)","(7,615,000)","1,334,000","(259,000)","9,961,000","9,227,250",1.07,"21,799,000","21,235,000","22,547,000","22,650,000","23,500,000","24,526,000","25,925,000","24,926,000","26,233,000","25,709,000","26,680,000","28,044,000","-563,000","-370,000","1,334,000","-503,000","-412,000","2,846,000","727,000","2,431,000","-259,000","-4,429,000","2,065,000","-544,000","-924,000","-88,000","7,479,000","16,122,375","9,053,500","8,108,375","8,168,750","6,851,250","6,777,125","9,227,250","15,411,125","8,350,375","7,367,125","7,381,875","6,065,000","-142,000","-216,000","-196,000","-205,000","-169,000","-231,000","-246,000","-2,238,000","-3,502,000","-3,973,000","-3,540,000","-1,606,000","2,839,000","6,222,000",NA,NA,NA,NA,NA,NA,NA
Ameren Corporation,SPS14080441,4007308,171794AF7,AEE 9.375 10/15/2029 FIX USD Corporate,4007308,171794AF7,AEE 9.375 10/15/2029 FIX USD Corporate,9.38,10/15/2029,9.37500,9.59230,NA,NA,"1,564.00000",10/15/2029,10/18/1999 0:00,324254500,798290500,1231751500,,NA,0.03301,1.094,NA,NA,NA,NA,108.72353,117.90013,NA,117.52737,2.97629,2.89940,10.50962,Upgrade (02/27/2025),Upgrade (02/27/2025); Downgrade (02/25/2025); CreditWatch/Outlook (12/17/2024); Downgrade | CreditWatch/Outlook (10/28/2024); Downgrade | CreditWatch/Outlook (09/25/2024); Downgrade | CreditWatch/Outlook (07/31/2024); CreditWatch/Outlook (07/10/2024); Downgrade | CreditWatch/Outlook (04/04/2024); CreditWatch/Outlook (06/30/2023),Upgrade (02/27/2025); Downgrade (02/25/2025); CreditWatch/Outlook (12/17/2024); Downgrade | CreditWatch/Outlook (10/28/2024); Downgrade | CreditWatch/Outlook (09/25/2024); Downgrade | CreditWatch/Outlook (07/31/2024); CreditWatch/Outlook (07/10/2024),NM,BBB,12/4/2013,NM,Corporate Bond,Senior Secured,5.35,15.65,-29.68,(40.64),4.79,"3,719,000","3,719,000","3,260,000","19,893,000",0.66,"19,906,000","48,476,000","3,353,000","(4,145,000)","884,000","92,000","(39,000)","(1,018,375)","(1,484,375)",49.28,"18,787,000","19,893,000","16,481,000","14,845,000","13,596,000","11,437,000","9,781,000","18,794,000","16,506,000","19,906,000","15,095,000","13,612,000","56,000","56,000","92,000","61,000","-146,000","125,000","69,000","113,000","-39,000","-266,000","286,000","344,000","40,000","-215,000","-1,715,625","-820,875","-1,142,125","-1,649,875","-1,280,000","-277,875","-2,111,000","-1,484,375","-1,158,625","-1,424,875","-1,866,250","-1,519,875","-497,000","-4,410,000","-4,174,000","-3,771,000","-3,380,000","-3,523,000","-3,299,000","-2,442,000","12,114,000","13,401,000","10,508,000","11,349,000","9,700,000","8,938,000","8,059,000",NA,NA,NA,NA,NA,NA,NA
Amgen Inc.,SPS14041981,4092820,031162AA8,AMGN 8.125 04/01/2097 FIX USD Corporate,4092820,031162AA8,AMGN 8.125 04/01/2097 FIX USD Corporate,8.13,4/1/2097,8.12500,8.33478,125.28980,126.64990,"100,000.00000",4/1/2097,4/1/1997 0:00,2105130000,4269374000,6878414000,US91282CQL80,1.36010,NA,1.264,NA,NA,NA,NA,198.13807,155.09914,NA,255.85592,15.51609,15.03029,435.87277,Upgrade | CreditWatch/Outlook (03/03/2025),Upgrade | CreditWatch/Outlook (03/03/2025); CreditWatch/Outlook (11/15/2024); Downgrade | CreditWatch/Outlook (04/04/2024); CreditWatch/Outlook (01/30/2024); Downgrade (08/16/2023),Upgrade | CreditWatch/Outlook (03/03/2025); CreditWatch/Outlook (11/15/2024),,BBB+,12/12/2022,,Corporate Bond,Senior Unsecured,3.29,9.95,-45.35,-40.82,5.33,"16,617,000","16,617,000","15,157,000","46,306,000",1.14,"55,435,000","90,586,000","9,958,000","(1,943,000)","(10,859,000)","(2,844,000)","1,558,000","9,478,750","7,501,875",5.06,"48,906,000","46,306,000","54,479,000","30,335,000","25,942,000","22,798,000","21,520,000","60,879,000","65,423,000","55,435,000","39,640,000","33,979,000","1,029,000","3,315,000","(2,844,000)","(360,000)","1,723,000","229,000","(908,000)","(4,943,000)","1,558,000","3,617,000","(455,000)","308,000","(699,000)","542,000","16,016,500","5,954,375","9,648,250","8,270,375","9,852,000","7,270,500","13,725,875","7,501,875","3,391,875","8,690,125","7,515,375","9,228,250","6,464,875","(1,096,000)","(1,858,000)","(1,112,000)","(936,000)","(880,000)","(608,000)","(618,000)","5,877,000","8,658,000","3,661,000","6,232,000","6,700,000","9,409,000","9,673,000",NA,NA,NA,NA,NA,NA,NA
Amgen Inc.,SPS1771976039,4092820,031162DF4,AMGN 4.2 02/22/2052 FIX USD Corporate,4092820,031162DF4,AMGN 4.2 02/22/2052 FIX USD Corporate,4.20,2/22/2052,4.20000,4.23300,77.88196,77.98794,"1,000,000.00000",2/22/2052,2/22/2022 0:00,2105130000,4269374000,6878414000,US912810UR76,0.10598,0.10670,1.108,NA,NA,NA,NA,124.30070,75.30563,150.45399,103.41882,14.36204,13.95118,284.03878,Downgrade | CreditWatch/Outlook (06/09/2025),Downgrade | CreditWatch/Outlook (06/09/2025); Downgrade (05/20/2025),Downgrade | CreditWatch/Outlook (06/09/2025); Downgrade (05/20/2025),,BBB+,12/12/2022,,Corporate Bond,Senior Unsecured,3.29,9.95,-45.35,(40.82),5.33,"16,617,000","16,617,000","15,157,000","46,306,000",1.14,"55,435,000","90,586,000","9,958,000","(1,943,000)","(10,859,000)","(2,844,000)","1,558,000","9,478,750","7,501,875",5.06,"48,906,000","46,306,000","54,479,000","30,335,000","25,942,000","22,798,000","21,520,000","60,879,000","65,423,000","55,435,000","39,640,000","33,979,000","1,029,000","3,315,000","-2,844,000","-360,000","1,723,000","229,000","-908,000","-4,943,000","1,558,000","3,617,000","-455,000","308,000","-699,000","542,000","16,016,500","5,954,375","9,648,250","8,270,375","9,852,000","7,270,500","13,725,875","7,501,875","3,391,875","8,690,125","7,515,375","9,228,250","6,464,875","-1,096,000","-1,858,000","-1,112,000","-936,000","-880,000","-608,000","-618,000","5,877,000","8,658,000","3,661,000","6,232,000","6,700,000","9,409,000","9,673,000",NA,NA,NA,NA,NA,NA,NA
Amgen Inc.,SPS1771976040,4092820,031162DG2,AMGN 4.4 02/22/2062 FIX USD Corporate,4092820,031162DG2,AMGN 4.4 02/22/2062 FIX USD Corporate,4.40,2/22/2062,4.40000,4.43300,77.73781,77.87054,"1,250,000.00000",2/22/2062,2/22/2022 0:00,2105130000,4269374000,6878414000,US912810UR76,0.13272,0.11750,1.161,NA,NA,NA,NA,136.37508,96.83272,162.51341,113.25670,15.82818,15.37251,383.49625,CreditWatch/Outlook (02/09/2026),CreditWatch/Outlook (02/09/2026); Upgrade (09/26/2023),CreditWatch/Outlook (02/09/2026),,BBB+,12/12/2022,,Corporate Bond,Senior Unsecured,3.29,9.95,-45.35,-40.82,5.33,"16,617,000","16,617,000","15,157,000","46,306,000",1.14,"55,435,000","90,586,000","9,958,000","(1,943,000)","(10,859,000)","(2,844,000)","1,558,000","9,478,750","7,501,875",5.06,"48,906,000","46,306,000","54,479,000","30,335,000","25,942,000","22,798,000","21,520,000","60,879,000","65,423,000","55,435,000","39,640,000","33,979,000","1,029,000","3,315,000","(2,844,000)","(360,000)","1,723,000","229,000","(908,000)","(4,943,000)","1,558,000","3,617,000","(455,000)","308,000","(699,000)","542,000","16,016,500","5,954,375","9,648,250","8,270,375","9,852,000","7,270,500","13,725,875","7,501,875","3,391,875","8,690,125","7,515,375","9,228,250","6,464,875","(1,096,000)","(1,858,000)","(1,112,000)","(936,000)","(880,000)","(608,000)","(618,000)","5,877,000","8,658,000","3,661,000","6,232,000","6,700,000","9,409,000","9,673,000",NA,NA,NA,NA,NA,NA,NA
Amgen Inc.,SPS1805766979,4092820,031162DL1,AMGN FIX USD Corporate,4092820,031162DL1,AMGN FIX USD Corporate,NA,12/31/2062,NA,NA,NA,NA,NA,,,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upgrade (01/25/2022),,,,BBB+,12/12/2022,,Corporate Bond,Senior Unsecured,3.29,9.95,(45.35),-40.82,5.33,"16,617,000","16,617,000","15,157,000","46,306,000",1.14,"55,435,000","90,586,000","9,958,000","(1,943,000)","(10,859,000)","(2,844,000)","1,558,000","9,478,750","7,501,875",5.06,"48,906,000","46,306,000","54,479,000","30,335,000","25,942,000","22,798,000","21,520,000","60,879,000","65,423,000","55,435,000","39,640,000","33,979,000","1,029,000","3,315,000","-2,844,000","-360,000","1,723,000","229,000","-908,000","-4,943,000","1,558,000","3,617,000","-455,000","308,000","-699,000","542,000","16,016,500","5,954,375","9,648,250","8,270,375","9,852,000","7,270,500","13,725,875","7,501,875","3,391,875","8,690,125","7,515,375","9,228,250","6,464,875","-1,096,000","-1,858,000","-1,112,000","-936,000","-880,000","-608,000","-618,000","5,877,000","8,658,000","3,661,000","6,232,000","6,700,000","9,409,000","9,673,000",NA,NA,NA,NA,NA,NA,NA
Amgen Inc.,SPS34553443,4092820,031162AT7,AMGN 06/01/2037 FIX USD Corporate 144A,4092820,031162AT7,AMGN 06/01/2037 FIX USD Corporate 144A,6.38,6/1/2037,NA,NA,NA,NA,0.00000,6/1/2037,5/30/2007 0:00,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upgrade (01/25/2022),,,,BBB+,12/12/2022,,Corporate Bond,Senior Unsecured,3.29,9.95,(45.35),-40.82,5.33,"16,617,000","16,617,000","15,157,000","46,306,000",1.14,"55,435,000","90,586,000","9,958,000","(1,943,000)","(10,859,000)","(2,844,000)","1,558,000","9,478,750","7,501,875",5.06,"48,906,000","46,306,000","54,479,000","30,335,000","25,942,000","22,798,000","21,520,000","60,879,000","65,423,000","55,435,000","39,640,000","33,979,000","1,029,000","3,315,000","-2,844,000","-360,000","1,723,000","229,000","-908,000","-4,943,000","1,558,000","3,617,000","-455,000","308,000","-699,000","542,000","16,016,500","5,954,375","9,648,250","8,270,375","9,852,000","7,270,500","13,725,875","7,501,875","3,391,875","8,690,125","7,515,375","9,228,250","6,464,875","-1,096,000","-1,858,000","-1,112,000","-936,000","-880,000","-608,000","-618,000","5,877,000","8,658,000","3,661,000","6,232,000","6,700,000","9,409,000","9,673,000",NA,NA,NA,NA,NA,NA,NA
